company_sort_id,website,employee_size,size_category,tech_summary,,,,,,,,
112,https://www.kodo.in/,57,1 - 100 staffs,"Kodo specializes in simplifying corporate card and payment solutions. It offers businesses tools for expense management, allowing them to issue corporate cards and track spending seamlessly. Kodo aims to enhance financial control and visibility for companies while providing features that foster efficient payment processing.",,,,,,,,
113,https://getprospa.com/,58,1 - 100 staffs,"Prospa is designed for small businesses, offering a comprehensive business account that streamlines financial management. It provides features for payments, invoicing, and expense tracking, enabling businesses to manage their finances in one place. Prospa focuses on empowering small business owners with tools that enhance their financial operations.",,,,,,,,
114,https://www.djamo.ci/,199,101 - 200 staffs,"Djamo is a digital banking platform in Côte d'Ivoire that offers users a range of financial services, including money transfers, mobile payments, and savings products. The platform is aimed at providing accessible financial solutions to individuals and businesses, facilitating easier financial transactions in the region.",,,,,,,,
115,https://www.octifi.com/,17,1 - 100 staffs,"Octifi provides a platform focused on enhancing the financing process for businesses, particularly in the e-commerce sector. It offers tools for managing transactions and streamlining payment processes, allowing businesses to access funds quickly and efficiently while managing their cash flow effectively.",,,,,,,,
116,https:// vi.com/,/,/,"Navi is designed for simplicity, allowing users to manage their financial products through a single app. The platform focuses on providing an intuitive interface and a seamless experience for monitoring investments and managing loans.",,,,,,,,
117,https://www.lidya.info/,/,/,"Lidya is a digital lending platform dedicated to helping businesses in Africa access credit. It offers various financial products, including loans and payment processing solutions. Lidya aims to simplify the borrowing process for small and medium enterprises (SMEs) and enhance their financial capabilities.",,,,,,,,
118,https://www.mamamoney.co.za/,274,201 - 500 staffs,Mama Money is an international money transfer service based in South Africa. It allows users to send money to over 70 countries with competitive rates and no hidden fees. The platform emphasizes ease of use through its mobile app and provides secure and reliable financial transactions.,,,,,,,,
119,https://endowus.com/,157,101 - 200 staffs,"Endowus is a digital financial advisory platform that helps users invest their money using cash, CPF, and SRS. It offers a range of investment portfolios tailored to individual financial goals, promoting holistic wealth management with low-cost investment solutions.",,,,,,,,
120,https://zolve.com/,186,101 - 200 staffs,"Zolve provides financial services tailored for immigrants and international students in the USA. It offers credit cards, checking accounts, and overseas student loans, enabling users to access essential banking services without the hassle of traditional requirements.",,,,,,,,
121,https://www.withkoa.com/,16,1 - 100 staffs,"Koa aims to empower users with accessible financial solutions, making personal finance management straightforward and rewarding.",,,,,,,,
122,https://amartha.com/,2079,1000+ staffs,Amartha is a peer-to-peer lending platform in Indonesia that connects borrowers with investors. It focuses on empowering small businesses and entrepreneurs by providing them access to financing while offering investors an opportunity to earn returns on their investments.,,,,,,,,
123,https://www.julo.co.id/,824,501 - 1000 staffs,"Julo is a financial technology platform in Indonesia that provides personal loans through a mobile app. It offers quick and easy loan applications, aiming to provide financial solutions for individuals seeking immediate funding.",,,,,,,,
124,https://cake.vn/en/home/,/,/,"Cake is a digital banking platform in Vietnam that offers a range of financial services, including savings accounts, loans, and payment solutions. It aims to provide users with a seamless banking experience through its user-friendly app, focusing on convenience and accessibility",,,,,,,,
125,https://trustbank.sg/,286,201 - 500 staffs,"Trust Bank Singapore offers transparent and rewarding banking solutions, featuring a cashback credit card, high-interest savings accounts, and instant loans with no hidden fees.",,,,,,,,
126,https://www.gxs.com.sg/,353,201 - 500 staffs,"GXS Bank focuses on user-friendly digital banking experiences, providing savings accounts, cashback credit cards, and flexible loans, along with exclusive rewards through partnerships with Grab and Singtel.",,,,,,,,
127,https://www.maribank.sg/,215,201 - 500 staffs,"MariBank is a MAS-regulated bank that provides competitive savings interest rates and a range of personal and business banking solutions, including credit cards and loans, recognized for its innovation in digital banking.",,,,,,,,
128,https://www.anext.com.sg/,115,101 - 200 staffs,"ANEXT Bank specializes in SME banking solutions, offering tailored business accounts and loans, emphasizing digital accessibility and support for small and medium enterprises.",,,,,,,,
129,https://www.glbank.com/en/index.html,92,1 - 100 staffs,"Green Link Digital Bank is focused on wholesale banking solutions, providing attractive interest rates and various loan products without collateral requirements, ensuring a secure and efficient banking experience.",,,,,,,,
130,https://www.aibank.com/,127,101 - 200 staffs,"AI Bank promotes inclusive financial services, offering a range of personal and business banking products with a strong emphasis on customer-centric services and innovative financial solutions.",,,,,,,,
131,https://www.rakuten-bank.co.jp/,/,/,"Rakuten Bank is Japan’s leading online bank, providing a variety of financial services with a focus on convenience and integration into Rakuten’s ecosystem for rewards and cashback.",,,,,,,,
132,https://www.kbanknow.com/iP20/mnu/PBKMAN000000#n,641,501 - 1000 staffs,"K Bank delivers various banking services in South Korea, including loans and savings products, known for its user-friendly interface and mobile banking accessibility.",,,,,,,,
133,https://www.xwbank.com/#/index,68,1 - 100 staffs,"XW Bank offers a range of loan services and deposit accounts, aiming to enhance customer experience through innovative digital banking solutions.",,,,,,,,
134,https://www.netbk.co.jp/contents/company/en/,67,1 - 100 staffs,"Net Bank SBI Sumishin provides a variety of financial products in Japan, focusing on customer security and innovative online banking solutions.",,,,,,,,
135,http://www.suningbank.com/snb/index.html,23,1 - 100 staffs,"Suning Bank integrates banking services with e-commerce capabilities, enhancing customer experience through digital channels and innovative banking solutions.",,,,,,,,
136,https://www.ing.com.au/,1588,1000+ staffs,"ING Australia offers straightforward banking products, including savings accounts and home loans, focusing on simplicity and competitive interest rates for its customers.",,,,,,,,
137,https://www.paytmbank.com/,4222,1000+ staffs,"Paytm Payments Bank offers digital savings and current accounts with no minimum balance and zero-fee transactions, focusing on seamless mobile banking.",,,,,,,,
138,https://www.paypay-bank.co.jp/,/,/,"PayPay Bank provides convenient banking services like cardless ATM access and competitive interest rates, targeting users in Japan.",,,,,,,,
139,https://www.sevenbank.co.jp/english/,/,/,"Seven Bank specializes in ATM services and personal banking accounts, designed for both local and foreign residents in Japan.",,,,,,,,
140,https://www.airtel.in/bank/ ,91684,1000+ staffs,"Airtel Payments Bank combines recharge and utility payments with a digital wallet, catering to Indian consumers seeking efficient banking solutions.",,,,,,,,
141,https://www.linebk.com/th/,181,101 - 200 staffs,"LINE BK integrates banking services within the LINE app, offering easy money transfers and special savings accounts for Thai users.",,,,,,,,
142,https://neo.ae/,55,1 - 100 staffs,Neo Mena Technologies delivers tailored digital investment solutions for financial institutions in the GCC region.,,,,,,,,
143,https://www.liv.me/,75,1 - 100 staffs,"Liv Bank focuses on mobile-first banking experiences, providing loans and investment products to tech-savvy users in the UAE.",,,,,,,,
144,https://www.finobank.com/,5331,1000+ staffs,FINO Bank aims to enhance financial inclusion in India through accessible banking services for underserved populations.,,,,,,,,
145,https://www.cimbclicks.com.my/,13224,1000+ staffs,"CIMB Clicks offers comprehensive online banking services, including fund transfers and payments, for Malaysian users.",,,,,,,,
146,https://blubybcadigital.id/,/,/,"Blu by BCA provides a digital banking platform with easy account management, targeting young Indonesian users.",,,,,,,,
147,https://www.ing.com/web/show,65813,1000+ staffs,ING emphasizes digital innovation and customer experience across a range of banking services for global users.,,,,,,,,
148,https://nsdlbank.com/index.php,177,101 - 200 staffs,NSDL Bank specializes in banking services related to securities and investment management for individual and institutional clients.,,,,,,,,
149,https://www.discovery.co.za/portal/,13378,1000+ staffs,"Discovery Bank: Discovery Bank emphasizes shared-value banking, integrating health and financial rewards to enhance customer experience. It offers a full suite of banking products, including credit cards, home loans, and investment options, all accessible via a user-friendly app.",,,,,,,,
150,https://www.linebank.com.tw/,/,/,"LINE Bank provides digital banking services integrated with the LINE messaging app, focusing on seamless communication and transactional capabilities for users in Taiwan. The platform offers savings accounts, loans, and payment services, enhancing user convenience.",,,,,,,,
151,https://meem.com.sa/,1542,1000+ staffs,"Meem Digital Banking targets tech-savvy customers in Saudi Arabia, offering a fully digital banking experience with a focus on ease of use and innovative services. It provides personal accounts and financial management tools aimed at millennials and SMEs.",,,,,,,,
152,首页 |ILA数字银行 - 巴林 (ilabank.com),191,101 - 200 staffs,"ILA Bank is a digital banking platform in Bahrain that focuses on user-friendly mobile banking solutions, offering personalized financial services and products tailored for a modern banking experience.",,,,,,,,
153,https://kr-asia.com/saudi-arabias-hala-raises-usd-6-5-million-series-a-to-become-digital-bank-for-smes,6,1 - 100 staffs,"Hala is a digital bank for SMEs in Saudi Arabia, focusing on providing accessible financial solutions and support to small and medium enterprises, facilitating their growth through innovative banking services.",,,,,,,,
154,About Us | Pepper Money,662,501 - 1000 staffs,"Pepper Money specializes in providing flexible lending solutions, including personal loans and investment products, to customers in Australia and the UK, emphasizing a streamlined online application process.",,,,,,,,
155,Tonik Bank,402,201 - 500 staffs,"Tonik Bank offers digital banking services in the Philippines, focusing on savings and loan products with competitive interest rates and a robust mobile app for easy access and management.",,,,,,,,
156,YAP | UAE,203,201 - 500 staffs,"YAP is a digital banking platform in the UAE that targets young, tech-savvy users with its innovative financial products, including virtual cards and budgeting tools, all managed through a mobile app.",,,,,,,,
157,Alex Bank,55,1 - 100 staffs,lex Bank is a digital banking platform that focuses on providing a seamless banking experience tailored for individuals and businesses.,,,,,,,,
158,Transfer money to friends with Bankiom payment app in UAE,6,1 - 100 staffs,"Bankiom is a payment app in the UAE that facilitates easy money transfers between friends and family, offering a seamless and secure way to handle transactions digitally.",,,,,,,,
159,https://www.habitto.com/,19,1 - 100 staffs,"Habitto focuses on automated savings and personal finance management, providing users with tools to track expenses and achieve financial goals through an intuitive app interface.",,,,,,,,
160,https://pagseguro.uol.com.br/conta-digital/conta-digital-gratis,/,/,"PagBank offers a comprehensive digital banking experience in Brazil, providing free accounts, credit facilities, and investment options, emphasizing ease of use and low fees for its users.",,,,,,,,
161,https://nubank.com.br/,10163,1000+ staffs,"Nubank offers a modern, user-friendly digital banking experience with zero-fee credit cards, personal loans, and investment options designed for financial empowerment in Brazil.",,,,,,,,
162,https://www.bancopan.com.br/,4610,1000+ staffs,"Bancopan focused on providing digital banking solutions with an emphasis on consumer finance, including loans and investment products, aimed at enhancing financial accessibility in Brazil.",,,,,,,,
163,https://www.metrobankonline.co.uk/,3174,1000+ staffs,"Metro Bank delivers a people-first banking experience in the UK, featuring a range of personal and business accounts, mortgages, and insurance products with a focus on customer service and accessibility.",,,,,,,,
164,https://www.bancointer.com.br/,6312,1000+ staffs,"Banco Inter, a comprehensive financial app offering free accounts, credit cards, and investment options, designed to simplify financial management for users in Brazil.",,,,,,,,
165,https://www.original.com.br/,1316,1000+ staffs,"Original provides digital banking and financial services with a focus on simplicity and transparency, offering products like credit cards and personal loans to Brazilian consumers.",,,,,,,,
166,https://agibank.com.br/,5357,1000+ staffs,"Agibank as a digital bank that combines banking and payment solutions with credit and insurance products, aimed at providing a seamless financial experience in Brazil.",,,,,,,,
167,https://robinhood.com/us/en/,3402,1000+ staffs,"Robinhood is a commission-free trading app that empowers users to invest in stocks, ETFs, and cryptocurrencies, targeted at a new generation of investors in the U.S.",,,,,,,,
168,https://www.creditas.com/,2149,1000+ staffs,"Creditas specializes in secured loans with vehicle and property guarantees, offering transparent credit solutions and investment options for customers in Brazil.",,,,,,,,
169,https://www.picpay.com/,5629,1000+ staffs,"PicPay serves as a digital wallet that allows users to manage payments, transfers, and investments while providing a credit card with no annual fee, focused on enhancing everyday financial transactions in Brazil. ",,,,,,,,
170,https://www.sofi.com/,4354,1000+ staffs,"Sofi offers a variety of financial products, including student and personal loans, investment management, and insurance, all aimed at helping users achieve financial independence in the U.S. ",,,,,,,,
171,https://www.coinbase.com/card,4891,1000+ staffs,"Coinbase Card provides a debit card linked to cryptocurrency accounts, allowing users to spend their crypto assets seamlessly at any merchant that accepts Visa.",,,,,,,,
172,https://www.chebanca.it/,1476,1000+ staffs,"CheBanca! is an Italian bank focusing on digital banking and investment services, targeting tech-savvy customers with personalized financial solutions.",,,,,,,,
173,https://www.creditkarma.com/,1952,1000+ staffs,"Credit Karma offers free access to credit scores, credit reports, and personalized financial recommendations. Users can also explore credit cards, loans, and other financial products tailored to their credit profiles.",,,,,,,,
174,https://n26.com/en-eu,1606,1000+ staffs,"N26 is a mobile bank that provides a simple banking experience via an app. It offers free accounts with no hidden fees, a virtual Mastercard, and features like savings accounts and investment options, making banking accessible and user-friendly.",,,,,,,,
175,https://www.tangerine.ca/,1517,1000+ staffs,"Tangerine is an online bank in Canada that offers no-fee banking services, including savings accounts, checking accounts, and investment options. It focuses on providing straightforward, accessible banking solutions.",,,,,,,,
176,https://www.go2bank.com/,/,/,"GO2bank is a mobile banking platform that provides users with a range of banking services, including a secured credit card, savings account, and features like early direct deposit and cash back rewards.",,,,,,,,
177,https://www.affirm.com/,2459,1000+ staffs,"Affirm is a buy now, pay later service that allows consumers to make purchases and pay for them over time with fixed monthly payments and no late fees, promoting transparency in financing.",,,,,,,,
178,https://www.aldermore.co.uk/,1478,1000+ staffs,Aldermore is a UK-based bank that focuses on providing savings accounts and mortgages. It aims to support individuals and businesses with straightforward banking solutions.,,,,,,,,
179,https://www.c6bank.com.br/,3974,1000+ staffs,"C6 Bank is a Brazilian digital bank that offers a wide range of financial products, including credit cards, personal loans, and investment options, all through a mobile app. It emphasizes a complete banking experience without hidden fees.",,,,,,,,
180,https://monzo.com/,3241,1000+ staffs,"Monzo is a UK-based mobile bank known for its user-friendly app that provides current accounts, budgeting tools, and spending insights, aimed at simplifying personal finance management.",,,,,,,,
181,https://www.passbook.app/,/,/,"Passbook is an app that helps users manage their finances by tracking expenses and subscriptions, providing insights into spending habits to help users save money.",,,,,,,,
182,https://www.orangebank.fr/,169,101 - 200 staffs,"Orange Bank is a French mobile bank offering various banking services, including current accounts and savings products. It focuses on delivering a seamless digital banking experience.",,,,,,,,
183,https://www.afterpay.com/,666,501 - 1000 staffs,"Afterpay is a buy now, pay later service that allows consumers to split their purchases into four interest-free payments, enhancing shopping flexibility while avoiding debt.",,,,,,,,
184,https://www1.firstdirect.com/,1001,1000+ staffs,"First Direct is a UK-based bank known for its exceptional customer service and range of banking products, including current accounts, savings, and mortgages, all accessible via phone and online.",,,,,,,,
185,https://neon.com.br/,1896,1000+ staffs,"Neon is a digital banking platform that offers a seamless banking experience with no fees. It provides features such as a digital account, a credit card, and investment options. Primarily targeting Brazilian consumers, Neon caters to those seeking flexible banking solutions.",,,,,,,,
186,https://www.chime.com/,1919,1000+ staffs,Chime operates as a neobank in the U.S. with no monthly fees. It offers early direct deposit and a savings account that includes automatic savings features. Chime is designed for consumers looking for a straightforward and hassle-free banking experience.,,,,,,,,
187,https://www.starlingbank.com/,2562,1000+ staffs,"Starling Bank is a digital bank based in the UK, providing both personal and business accounts. Its features include spending insights and no foreign transaction fees. It appeals to UK customers who desire modern banking solutions.",,,,,,,,
188,https://www.shawbrook.co.uk/,1196,1000+ staffs,"Shawbrook is a UK bank that offers a range of financial products, including savings accounts, personal loans, and specialized business and property finance solutions. It serves individuals and businesses that require tailored financial services.",,,,,,,,
189,https://venmo.com/,611,501 - 1000 staffs,"Venmo is a popular payment app in the U.S. that facilitates peer-to-peer payments. It includes a social feed for transactions and integrates with various merchants, making it ideal for users who want easy money transfers among friends.",,,,,,,,
190,https://www.uala.com.ar/,1400,1000+ staffs,"Ualá is a fintech platform based in Argentina, providing a digital account, prepaid card, and personal finance tools. It targets Argentine consumers looking for alternative banking solutions that offer greater flexibility.",,,,,,,,
191,https://crypto.com/en/,5947,1000+ staffs,"Crypto.com is a cryptocurrency platform that allows users to buy, sell, and trade cryptocurrencies. It also offers rewards, metal Visa cards, and DeFi services, appealing to cryptocurrency enthusiasts globally.",,,,,,,,
192,https://nestbank.pl/,716,501 - 1000 staffs,"Nest Bank is a digital banking provider in Poland, offering personal accounts, loans, and savings products. It aims to provide user-friendly banking options for Polish customers.",,,,,,,,
193,https://www.bancobs2.com.br/,844,501 - 1000 staffs,"Banco BS2 is a digital bank focused on providing tailored financial services for businesses in Brazil. It offers payments, credit, and international accounts, catering to Brazilian businesses in need of specialized banking solutions.",,,,,,,,
194,https://broxel.com/,769,501 - 1000 staffs,"Broxel is a fintech company that offers prepaid cards, a digital wallet, and various payment solutions. It targets Mexican consumers and businesses looking for accessible financial services.",,,,,,,,
195,https://www.webank.com/,/,/,Webank is a digital bank that prioritizes user experience and accessibility in its online banking services. It appeals to consumers who prefer a digital-only banking model.,,,,,,,,
196,https://cash.app/,3990,1000+ staffs,"Cash App is a versatile payment app in the U.S. that allows for peer-to-peer payments, Bitcoin trading, and offers a cash card for purchases. It is designed for users seeking comprehensive money management tools.",,,,,,,,
197,https://www.brex.com/,1356,1000+ staffs,"Brex focuses on corporate credit and cash management services, providing business credit cards and expense management tools. It is tailored for startups and small to medium-sized businesses.",,,,,,,,
198,https://www.knab.nl/,646,501 - 1000 staffs,"Knab is an online bank in the Netherlands that offers personal accounts, savings products, and financial planning tools. It targets Dutch consumers looking for a transparent and straightforward banking option.",,,,,,,,
199,https://www.tide.co/,/,/,"First Direct is a well-regarded bank in the UK known for its exceptional customer service. It provides current accounts, savings, and mortgages, all accessible via phone and online, making it a reliable choice for consumers seeking responsive banking services.",,,,,,,,
200,https://www.easynvest.com.br/,10163,1000+ staffs,"EasyInvest is a Brazilian investment platform that offers a range of financial products, including equities, fixed income, and mutual funds. It aims to simplify investing for individuals and provides tools for managing investments efficiently.",,,,,,,,
201,https://www.sofisadireto.com.br/,/,/,"Sofisa Direto is an online banking service in Brazil that focuses on savings accounts and fixed income investments. It emphasizes high-interest rates and easy access to funds, appealing to those looking to grow their savings.",,,,,,,,
202,https://www.zopa.com/,774,501 - 1000 staffs,"Zopa is a UK-based financial institution offering personal loans, credit cards, and savings accounts. It is known for its straightforward application process and customer-centric approach, providing tools for managing finances effectively.",,,,,,,,
203,https://nickel.eu/,1016,1000+ staffs,"Nickel is a French banking service that provides accessible accounts through a network of tobacconists. It offers various card options, including standard and premium cards, and focuses on simplicity and transparency for everyday banking needs.",,,,,,,,
204,https://konfio.mx/,944,501 - 1000 staffs,"Konfio is a financial technology company in Mexico that provides credit solutions for small and medium enterprises (SMEs). It offers business loans, credit cards, and payment terminals, aiming to support the growth of businesses.",,,,,,,,
205,https://www.atombank.co.uk/,532,501 - 1000 staffs,"Atom Bank is a UK-based app-only bank that provides savings accounts, mortgages, and business loans. It focuses on offering competitive rates and a seamless digital banking experience, eliminating the need for physical branches.",,,,,,,,
206,https://www.willbank.com.br/,1352,1000+ staffs,"Will Bank is a Brazilian digital bank that emphasizes customer experience and convenience. It offers a range of financial products, including savings accounts and personal loans, all managed through a user-friendly app.",,,,,,,,
207,https://warren.com.br/,483,201 - 500 staffs,Warren is an investment management platform in Brazil that provides tailored investment portfolios and financial planning services. It aims to simplify investing and offers a transparent fee structure.,,,,,,,,
208,https://happymoney.com/,377,201 - 500 staffs,Happy Money is a financial service that offers personal loans designed to help individuals pay off debt and achieve their financial goals. It focuses on a customer-friendly approach and aims to make borrowing a positive experience.,,,,,,,,
209,https://www.acorns.com/,500,201 - 500 staffs,"Acorns is an investment app that helps users grow their savings through automated investing. By rounding up purchases and investing the spare change, it makes investing accessible to everyone, regardless of their financial background.",,,,,,,,
210,https://www.betterment.com/,536,501 - 1000 staffs,Betterment is a robo-advisor that provides personalized investment management and financial planning services. It focuses on helping users reach their long-term financial goals through automated portfolio management.,,,,,,,,
211,https://www.varomoney.com/,511,501 - 1000 staffs,"Varomoney is a Brazilian financial platform that offers digital banking services, including a mobile wallet and payment solutions. It aims to provide users with a convenient way to manage their finances.",,,,,,,,
212,http://www.hellobank.com/,329,201 - 500 staffs,"Hello Bank is a digital bank that offers a range of services, including banking and investment products. It focuses on providing a modern banking experience through an easy-to-use app.",,,,,,,,
213,https://www.pravaler.com.br/,486,201 - 500 staffs,"Student financing for newcomers and veterans, providing financial solutions to facilitate access to education in Brazil.",,,,,,,,
214,https://www.stash.com/,319,201 - 500 staffs,"A platform that helps users invest and save in an accessible way, promoting financial education.",,,,,,,,
215,https://www.digio.com.br/,545,501 - 1000 staffs,"A Brazilian digital bank offering financial services like credit cards and digital accounts, focused on practicality and transparency.",,,,,,,,
216,https://qonto.com/en,1830,1000+ staffs,"An online business account that simplifies financial management for freelancers and small businesses, with various control and integration tools.",,,,,,,,
217,https://www.evobanco.com/,350,201 - 500 staffs,"An online bank that offers fee-free accounts, focusing on intelligent and accessible financial solutions.",,,,,,,,
218,https://next.me/,722,501 - 1000 staffs,"A digital bank providing a complete financial experience, with features ranging from accounts to investments.",,,,,,,,
219,https://recargapay.com.br/en/,638,501 - 1000 staffs,"A platform that allows mobile top-ups, bill payments, and transfers, simplifying daily financial management.",,,,,,,,
220,https://www.shine.fr/,396,201 - 500 staffs,"Shine is an online banking service tailored for professionals, offering accounts and financial management tools suited to business needs.",,,,,,,,
221,https://www.curve.com/,283,201 - 500 staffs,"Curve is an app that consolidates all your cards into one, making payment management practical and secure.",,,,,,,,
222,https://www.vipps.no/,134,101 - 200 staffs,"Vipps is a mobile payment solution that enables fast and secure transfers, focusing on simplifying the user experience.",,,,,,,,
223,https://www.upgrade.com/,1473,1000+ staffs,"Upgrade is a platform offering financial products such as loans and credit cards, aimed at improving users' financial health.",,,,,,,,
224,https://www.raisin.com/,605,501 - 1000 staffs,"Raisin is a service that allows users to compare and invest in savings accounts from different banks, seeking the best available rates.",,,,,,,,
225,https://naranjax.com/,3720,1000+ staffs,Naranjax has a financial platform offering innovative solutions for personal and business finance management.,,,,,,,,
226,https://www.cashplus.com/,440,201 - 500 staffs,"Cashplus is a digital banking platform providing business accounts, expense management tools, and payment solutions, focusing on ease of use and integration with accounting software.",,,,,,,,
227,https://www.inbank.ee/en/,2,1 - 100 staffs,"Inbank did an online banking provider offering personal loans, savings accounts, and flexible financing options. Emphasizes user-friendly interfaces and digital access.",,,,,,,,
228,https://kueski.com/,633,501 - 1000 staffs,"Kueski was a financial technology company in Mexico specializing in personal loans and a payment solution (Kueski Pay) that allows users to make purchases without credit cards, promoting quick applications and instant approvals.",,,,,,,,
229,https://www.spendesk.com/en-eu/,472,201 - 500 staffs,"Spendesk is a spend management platform that integrates expense management, invoicing, and budgeting tools. Features include virtual cards, automated approvals, and rich reporting functionalities.",,,,,,,,
230,https://www.cler.ch,336,201 - 500 staffs,"Bank Cler is a Swiss bank offering digital banking services, including personal and business accounts, mortgages, and credit solutions with a focus on sustainability and customer service.",,,,,,,,
231,https://monese.com/gb/en,181,101 - 200 staffs,"Monese is a mobile banking app designed for ease of access, allowing users to manage their finances, make payments, and send money internationally, catering especially to expatriates.",,,,,,,,
232,https://www.kabbage.com/,129,101 - 200 staffs,Kabbage provides financial services platform providing small business loans and cash flow management tools with a focus on quick access to funding through an automated application process.,,,,,,,,
233,https://www.pleo.io/en,984,501 - 1000 staffs,"Pleo serves a smart spending solution for businesses that provides company cards, expense management, and budget tracking, simplifying financial operations for teams.",,,,,,,,
234,https://www.mobilepay.dk/,77,1 - 100 staffs,"A mobile payment app widely used in Denmark, allowing users to send and receive money, pay for goods and services, and manage group expenses easily.",,,,,,,,
235,https://www.moneylion.com/,550,501 - 1000 staffs,"MoneyLion as a personal finance app that offers services like cash advances, loans, and financial education tools, focusing on helping users manage their finances effectively.",,,,,,,,
236,https://www.modalmais.com.br/,/,/,"A Brazilian fintech offering investment and financial management services, including digital banking and asset management, catering to individual and institutional investors.",,,,,,,,
237,https://www.wealthfront.com/,362,201 - 500 staffs,"Wealthfront is an automated investment service that provides financial planning, investment management, and savings tools, focusing on long-term growth and financial independence.",,,,,,,,
238,https://credijusto.com/,/,/,"Credijusto did fintech company in Mexico providing tailored financing solutions for small businesses, including loans and leasing options, emphasizing speed and flexibility in approvals.",,,,,,,,
239,https://www.mogo.ca/,224,201 - 500 staffs,"Mogo was a Canadian financial technology company offering a range of services, including personal loans, credit score monitoring, and cryptocurrency investments, with a focus on user-friendly digital experiences.",,,,,,,,
240,https://www.aion.be/en,202,201 - 500 staffs,"Aion did a digital bank providing all-inclusive banking services, including high-interest savings accounts and term deposits, focused on delivering a user-friendly mobile banking experience.",,,,,,,,
241,https://stcpay.com.sa/en/,484,201 - 500 staffs,"STC Pay is a digital wallet and financial platform in Saudi Arabia that facilitates payments, money transfers, and financial management through an intuitive mobile app.",,,,,,,,
242,https://lunar.app/en/,598,501 - 1000 staffs,"Lunar can serve neobank designed for personal and business banking, offering accounts, budgeting tools, and investment options, aimed at providing modern banking solutions for SMBs and individuals.",,,,,,,,
243,https://www.bankopen.co/,/,/,"Open is Asia's first neobanking platform for SMBs and startups, offering business accounts, expense management, and financial integrations to streamline banking processes.",,,,,,,,
244,https://www.bunq.com/,617,501 - 1000 staffs,"bunq serves a mobile bank emphasizing sustainability and flexibility, featuring multiple account types, high-interest savings, and real-time transaction notifications for both individuals and businesses.",,,,,,,,
248,https://mox.com/,315,201 - 500 staffs,"Mox as a digital bank by Standard Chartered in Hong Kong, featuring smart banking tools, investment options, and a rewards program for spending, aimed at tech-savvy individuals",,,,,,,,
249,https://www.openpay.com.au/,48,1 - 100 staffs,"A buy-now-pay-later (BNPL) service of Openpay in Australia that provides flexible payment options for consumers, integrated seamlessly for retailers.",,,,,,,,
250,https://www.soldo.com/,351,201 - 500 staffs,"Soldo is an expense management platform for businesses, offering prepaid cards, budgeting tools, and expense tracking features to optimize financial management and control spending.",,,,,,,,
251,https://www.aspiration.com/,53,1 - 100 staffs,"Aspiration is actively using 16 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
252,https://superdigital.com.br/,141,101 - 200 staffs,/,,,,,,,,
253,https://www.castletrust.co.uk/,169,101 - 200 staffs,"Cattle Bank & Trust uses 12 technology products and services including HTML5, Google Fonts, and GoDaddy Premium DNS, according to G2 Stack. It is actively using 27 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
254,https://www.albo.mx/,200,101 - 200 staffs,"Albo is actively using 32 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Amazon.",,,,,,,,
255,https://pjbank.com.br/,174,101 - 200 staffs,"PJBank is actively using 69 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
256,https://www.azlo.com/,60336,1000+ staffs,/,,,,,,,,
257,https://dave.com/,525,501 - 1000 staffs,"Dave uses 23 technology products and services including HTML5, Google Analytics, and Office 365, according to G2 Stack. It is actively using 55 technologies for its website, according to BuiltWith. These include HSTS, WordPress, and Font Awesome.",,,,,,,,
258,https://reba.com.ar/,224,201 - 500 staffs,/,,,,,,,,
259,https://www.neofinancial.com/,747,501 - 1000 staffs,"Neo Financial uses 20 technology products and services including HTML5, Amazon Route 53, and Fonts.com, according to G2 Stack. It is actively using 82 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
260,https://vivid.money/en-eu/,219,201 - 500 staffs,"Vivi Money is actively using 2 technologies for its website, according to BuiltWith. These include Domain Not Resolving and Amazon.",,,,,,,,
261,https://www.fidor.de/,59,1 - 100 staffs,/,,,,,,,,
262,https://www.brubank.com/,338,201 - 500 staffs,"Brubank uses 11 technology products and services including HTML5, Google Tag Manager, and Adobe Fonts, according to G2 Stack. It is actively using 40 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SSL by Default.",,,,,,,,
263,https://www.meupag.com.br/,1352,1000+ staffs,/,,,,,,,,
264,https://www.holvi.com/,136,101 - 200 staffs,"Holvi uses 31 technology products and services including HTML5, Lead Flows, and Facebook Comments, according to G2 Stack. It is actively using 47 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
265,https://www.kubofinanciero.com/,259,201 - 500 staffs,"kubo.financiero uses 34 technology products and services including HTML5, Starfield SSL, and Google Tag Manager, according to G2 Stack. It is actively using 87 technologies for its website, according to BuiltWith. These include Viewport Meta, SPF, and Domain Not Resolving.",,,,,,,,
